order_id,user_id,restaurant_id,current_cart_items,candidate_addon_item,is_meal_complement,user_item_frequency,user_recent_diet_trend,addon_dietary_type,cart_dietary_type,delivery_distance_km,order_hour_of_day,addon_price,cart_value,item_rating,is_top_seller,target_added_to_cart
ORD10469,U1191,R511,Beef Burger,Filter Coffee,1,2,Healthy,Vegan,Veg,8.5,20,55.0,1311.0,,1,1
ORD10470,U1033,R507,Paneer Butter Masala,Miso Soup,1,4,Balanced,Non-Veg,Veg,9.4,21,128.0,418.0,4.0,0,1
ORD10471,U1021,R511,Pasta Alfredo,Healthy Quinoa Salad,0,0,Junk,Veg,Non-Veg,5.2,23,179.0,155.0,3.1,0,0
ORD10472,U1007,R522,Masala Dosa,Healthy Quinoa Salad,1,1,Balanced,Vegan,Vegan,8.8,10,204.0,1326.0,,1,0
ORD10473,U1219,R507,Beef Burger,Extra Chutney,1,2,Junk,Vegan,Veg,3.9,14,133.0,591.0,3.2,0,0
ORD10474,U1245,R515,Masala Dosa,Mint Raita,1,7,Healthy,Vegan,Veg,2.6,22,58.0,710.0,,1,0
ORD10475,U1233,R501,Pasta Alfredo,Butter Naan,1,5,Junk,Non-Veg,Non-Veg,5.9,12,115.0,753.0,3.5,0,0
ORD10476,U1178,R538,Chicken Biryani,French Fries,1,3,Healthy,Veg,Veg,11.2,23,201.0,1295.0,4.5,0,0
ORD10477,U1248,R523,Pasta Alfredo,Chocolate Brownie,0,7,Junk,Vegan,Non-Veg,13.8,15,115.0,606.0,3.3,1,1
ORD10478,U1416,R502,Chicken Biryani,Mint Raita,0,2,Healthy,Vegan,Vegan,7.1,12,180.0,1355.0,4.7,0,0
ORD10479,U1264,R543,Beef Burger,Extra Chutney,0,3,Healthy,Non-Veg,Vegan,9.8,21,137.0,983.0,3.3,0,0
ORD10480,U1037,R504,Beef Burger,Miso Soup,0,1,Balanced,Veg,Non-Veg,2.0,20,75.0,862.0,3.1,0,0
ORD10481,U1383,R547,Sushi Platter,French Fries,1,3,Healthy,Vegan,Vegan,13.6,10,203.0,590.0,3.8,1,0
ORD10482,U1230,R534,Paneer Butter Masala,Extra Chutney,1,3,Balanced,Non-Veg,Non-Veg,8.7,20,39.0,479.0,5.0,1,0
ORD10483,U1419,R506,Sushi Platter,Butter Naan,0,4,Balanced,Vegan,Veg,11.8,15,141.0,992.0,3.2,0,0
ORD10484,U1428,R537,Paneer Butter Masala,Butter Naan,1,3,Balanced,Non-Veg,Vegan,12.0,13,68.0,753.0,3.2,0,0
ORD10485,U1098,R518,Sushi Platter,Butter Naan,0,4,Junk,Veg,Veg,4.2,0,35.0,1379.0,4.5,1,1
ORD10486,U1215,R500,Masala Dosa,Mint Raita,1,2,Junk,Non-Veg,Veg,8.2,1,136.0,814.0,3.6,1,1
ORD10487,U1411,R507,Beef Burger,Mint Raita,1,4,Healthy,Vegan,Non-Veg,14.4,20,135.0,841.0,4.4,0,0
ORD10488,U1036,R546,Chicken Biryani,Chocolate Brownie,0,6,Balanced,Vegan,Vegan,1.8,2,183.0,713.0,3.4,0,0
ORD10489,U1241,R532,Paneer Butter Masala,Chocolate Brownie,0,3,Balanced,Non-Veg,Vegan,10.4,20,191.0,1216.0,3.9,1,0
ORD10490,U1350,R524,Pasta Alfredo,Miso Soup,1,4,Healthy,Veg,Veg,14.5,19,187.0,724.0,3.5,0,1
ORD10491,U1372,R528,Paneer Butter Masala,French Fries,0,1,Balanced,Veg,Veg,4.9,20,114.0,514.0,3.9,1,0
ORD10492,U1104,R531,Chicken Biryani,Garlic Bread,1,6,,Vegan,Non-Veg,13.0,8,165.0,1314.0,4.5,0,0
ORD10493,U1415,R508,Sushi Platter,Garlic Bread,1,4,Balanced,Vegan,Vegan,14.0,7,153.0,956.0,4.5,0,0
ORD10494,U1464,R514,Paneer Butter Masala,Extra Chutney,1,2,Junk,Non-Veg,Non-Veg,11.3,7,117.0,949.0,4.0,0,0
ORD10495,U1038,R531,Oatmeal Bowl,Butter Naan,0,0,Healthy,Non-Veg,Non-Veg,3.9,22,157.0,975.0,4.9,1,0
ORD10496,U1255,R523,Masala Dosa,French Fries,1,2,Healthy,Non-Veg,Non-Veg,5.3,12,238.0,1120.0,3.5,0,0
ORD10497,U1418,R547,Beef Burger,Healthy Quinoa Salad,1,4,Junk,Veg,Vegan,1.0,12,64.0,573.0,3.5,0,0
ORD10498,U1311,R516,Chicken Biryani,Mint Raita,1,3,Healthy,Veg,Non-Veg,12.6,15,228.0,196.0,4.2,0,0
ORD10499,U1239,R549,Beef Burger,Green Tea,0,4,Junk,Vegan,Vegan,12.8,10,32.0,1244.0,4.2,1,0
ORD10500,U1416,R537,Oatmeal Bowl,Filter Coffee,1,4,Balanced,Vegan,Non-Veg,9.7,0,91.0,324.0,3.1,0,0
ORD10501,U1287,R501,Paneer Butter Masala,Miso Soup,1,6,Junk,Vegan,Veg,5.6,14,86.0,1124.0,4.2,0,0
ORD10502,U1390,R535,Paneer Butter Masala,Butter Naan,1,3,Junk,Non-Veg,Non-Veg,1.6,22,164.0,261.0,3.7,0,0
ORD10503,U1201,R529,Pasta Alfredo,Butter Naan,0,2,,Veg,Non-Veg,11.4,7,50.0,657.0,4.5,0,0
ORD10504,U1498,R535,Oatmeal Bowl,Butter Naan,1,5,Balanced,Vegan,Vegan,11.0,0,223.0,235.0,4.6,0,0
ORD10505,U1279,R548,Chicken Biryani,Mint Raita,0,5,Junk,Vegan,Veg,,23,211.0,855.0,4.1,0,0
ORD10506,U1303,R527,Pasta Alfredo,Mint Raita,1,4,Balanced,Vegan,Veg,11.1,15,170.0,1032.0,3.0,0,0
ORD10507,U1289,R510,Masala Dosa,Filter Coffee,1,2,Junk,Vegan,Vegan,12.5,21,125.0,381.0,,1,0
ORD10508,U1026,R531,Pasta Alfredo,Healthy Quinoa Salad,1,1,Healthy,Vegan,Vegan,11.3,8,235.0,652.0,4.5,1,1
ORD10509,U1073,R508,Margherita Pizza,French Fries,1,5,Junk,Vegan,Veg,9.6,2,211.0,1406.0,3.5,1,0
ORD10510,U1424,R550,Chicken Biryani,Butter Naan,1,6,Junk,Veg,Vegan,6.7,2,135.0,747.0,3.9,0,0
ORD10511,U1311,R533,Margherita Pizza,Garlic Bread,1,1,Balanced,Vegan,Veg,13.6,7,181.0,1233.0,4.9,1,1
ORD10512,U1333,R545,Oatmeal Bowl,Chocolate Brownie,0,6,Junk,Veg,Non-Veg,9.9,1,150.0,1402.0,3.6,0,0
ORD10513,U1313,R525,Sushi Platter,Garlic Bread,1,3,Healthy,Non-Veg,Non-Veg,214.42752510594005,10,155.0,1465.0,3.4,0,0
ORD10514,U1485,R500,Margherita Pizza,Extra Chutney,1,4,Healthy,Veg,Veg,1.7,19,96.0,1363.0,3.4,0,0
ORD10515,U1100,R531,Masala Dosa,Garlic Bread,1,3,Junk,Non-Veg,Veg,4.7,20,126.0,7325.626431223724,4.1,0,1
ORD10516,U1099,R534,Pasta Alfredo,Extra Chutney,0,3,Junk,Veg,Non-Veg,8.4,7,38.0,1449.0,4.9,0,0
ORD10517,U1259,R550,Sushi Platter,Green Tea,1,4,Balanced,Veg,Non-Veg,4.5,8,102.0,1247.0,4.2,0,0
ORD10518,U1443,R522,Pasta Alfredo,Chocolate Brownie,1,1,Balanced,Vegan,Veg,3.7,19,180.0,1280.0,3.6,0,0
ORD10519,U1154,R500,Margherita Pizza,Garlic Bread,0,5,Healthy,Veg,Vegan,8.1,21,239.0,170.0,4.3,0,1
ORD10520,U1009,R517,Pasta Alfredo,Green Tea,1,2,,Veg,Vegan,3.0,23,242.0,1438.0,4.2,0,0
ORD10521,U1373,R538,Oatmeal Bowl,Miso Soup,0,4,Junk,Vegan,Veg,12.1,1,148.0,1200.0,4.2,0,0
ORD10522,U1425,R547,Sushi Platter,French Fries,0,5,Healthy,Non-Veg,Vegan,7.5,9,160.0,1187.0,3.3,0,0
ORD10523,U1138,R530,Oatmeal Bowl,Green Tea,0,3,Balanced,Vegan,Non-Veg,8.8,13,63.0,260.0,4.3,0,0
ORD10524,U1406,R522,Margherita Pizza,French Fries,0,3,Healthy,Vegan,Non-Veg,2.6,23,180.0,464.0,3.9,0,0
ORD10525,U1415,R521,Oatmeal Bowl,Garlic Bread,1,4,Junk,Vegan,Vegan,5.2,12,36.0,1449.0,3.0,0,1
ORD10526,U1117,R500,Masala Dosa,Healthy Quinoa Salad,0,2,Balanced,Non-Veg,Veg,6.4,12,85.0,826.0,4.1,0,0
ORD10527,U1359,R508,Margherita Pizza,Green Tea,1,4,Junk,Veg,Non-Veg,12.2,1,174.0,687.0,5.0,1,0
ORD10528,U1140,R523,Margherita Pizza,Chocolate Brownie,0,0,Junk,Veg,Non-Veg,11.7,22,91.0,1284.0,3.7,0,0
ORD10529,U1361,R535,Margherita Pizza,Garlic Bread,1,0,,Vegan,Non-Veg,92.80803148875219,7,31.0,268.0,4.9,0,0
ORD10530,U1247,R540,Chicken Biryani,Butter Naan,1,4,Healthy,Vegan,Vegan,9.4,12,211.0,713.0,3.2,1,0
ORD10531,U1015,R502,Pasta Alfredo,Mint Raita,0,2,Healthy,Veg,Veg,,15,91.0,657.0,4.5,0,1
ORD10532,U1419,R540,Chicken Biryani,Green Tea,0,2,Balanced,Veg,Vegan,14.8,0,35.0,622.0,3.2,0,0
ORD10533,U1301,R535,Chicken Biryani,Chocolate Brownie,1,1,Balanced,Veg,Veg,14.3,12,37.0,565.0,3.5,0,0
ORD10534,U1142,R516,Masala Dosa,Miso Soup,0,2,Healthy,Non-Veg,Veg,8.7,2,78.0,434.0,4.1,0,0
ORD10535,U1096,R544,Sushi Platter,Butter Naan,1,5,Balanced,Non-Veg,Vegan,10.6,12,61.0,383.0,4.2,0,0
ORD10536,U1254,R509,Pasta Alfredo,Miso Soup,0,2,Balanced,Vegan,Non-Veg,12.1,9,198.0,1015.0,4.6,1,0
ORD10537,U1421,R533,Oatmeal Bowl,Garlic Bread,1,3,Healthy,Non-Veg,Veg,11.0,10,94.0,1391.0,,0,0
ORD10538,U1391,R546,Paneer Butter Masala,Mint Raita,0,0,Junk,Vegan,Vegan,10.6,1,205.0,837.0,4.2,0,0
ORD10539,U1448,R507,Margherita Pizza,Green Tea,1,2,Balanced,Veg,Non-Veg,14.4,22,60.0,552.0,4.8,0,0
ORD10540,U1172,R540,Oatmeal Bowl,Green Tea,0,3,Balanced,Veg,Veg,9.1,0,133.0,365.0,3.9,1,0
ORD10541,U1157,R517,Margherita Pizza,Healthy Quinoa Salad,1,4,Junk,Vegan,Veg,9.7,9,178.0,1271.0,3.5,1,0
ORD10542,U1154,R501,Masala Dosa,Healthy Quinoa Salad,0,6,Junk,Veg,Non-Veg,12.8,19,170.0,1462.0,3.3,0,0
ORD10543,U1343,R522,Margherita Pizza,Garlic Bread,1,4,Junk,Vegan,Veg,10.2,2,158.0,621.0,3.8,0,0
ORD10544,U1403,R532,Chicken Biryani,Garlic Bread,1,3,Healthy,Vegan,Vegan,11.1,7,233.0,543.0,4.4,0,1
ORD10545,U1031,R524,Pasta Alfredo,Mint Raita,0,2,Junk,Vegan,Veg,3.9,20,73.0,962.0,3.1,0,0
ORD10546,U1181,R546,Paneer Butter Masala,Healthy Quinoa Salad,1,5,Healthy,Non-Veg,Veg,5.9,22,134.0,1197.0,3.3,0,0
ORD10547,U1383,R516,Beef Burger,Chocolate Brownie,0,3,Junk,Vegan,Non-Veg,2.6,13,223.0,765.0,3.2,0,1
ORD10548,U1423,R539,Margherita Pizza,Chocolate Brownie,1,3,Junk,Vegan,Vegan,7.8,2,38.0,1001.0,4.2,1,0
ORD10549,U1124,R517,Oatmeal Bowl,Mint Raita,1,2,Healthy,Vegan,Non-Veg,7.1,1,33.0,1117.0,,0,0
ORD10550,U1101,R544,Chicken Biryani,Chocolate Brownie,1,3,Healthy,Non-Veg,Vegan,15.0,23,74.0,1447.0,3.3,0,0
ORD10551,U1096,R544,Beef Burger,Extra Chutney,0,6,Junk,Veg,Non-Veg,9.4,1,166.0,373.0,4.2,0,0
ORD10552,U1282,R549,Paneer Butter Masala,French Fries,1,1,Junk,Non-Veg,Veg,11.9,1,80.0,1496.0,4.5,0,0
ORD10553,U1238,R521,Beef Burger,Mint Raita,1,2,Junk,Vegan,Vegan,5.3,9,64.0,679.0,3.7,0,0
ORD10554,U1312,R508,Chicken Biryani,Mint Raita,1,2,Balanced,Non-Veg,Vegan,12.6,1,126.0,1126.0,4.2,1,0
ORD10555,U1089,R523,Pasta Alfredo,Filter Coffee,1,2,Junk,Veg,Veg,9.4,15,161.0,923.0,3.2,0,0
ORD10556,U1009,R509,Pasta Alfredo,Butter Naan,1,7,Healthy,Veg,Non-Veg,10.6,23,77.0,807.0,4.9,1,0
ORD10557,U1282,R523,Sushi Platter,Butter Naan,1,1,Balanced,Vegan,Vegan,4.8,10,89.0,1092.0,3.7,0,0
ORD10558,U1288,R539,Pasta Alfredo,Extra Chutney,1,3,Healthy,Veg,Veg,55.13605277180695,10,161.0,684.0,5.0,0,0
ORD10559,U1259,R519,Sushi Platter,Healthy Quinoa Salad,0,8,Balanced,Non-Veg,Veg,9.7,10,238.0,320.0,5.0,0,1
ORD10560,U1086,R540,Beef Burger,Garlic Bread,1,1,Balanced,Non-Veg,Vegan,9.0,21,175.0,810.0,4.6,0,0
ORD10561,U1257,R518,Masala Dosa,Garlic Bread,1,2,Healthy,Veg,Vegan,13.8,20,200.0,855.0,3.0,0,0
ORD10562,U1116,R528,Oatmeal Bowl,Miso Soup,1,4,Balanced,Vegan,Vegan,13.5,1,104.0,423.0,4.1,0,1
ORD10563,U1336,R535,Oatmeal Bowl,Extra Chutney,1,1,Healthy,Vegan,Veg,14.6,10,83.0,1413.0,3.2,0,0
ORD10564,U1142,R549,Beef Burger,Mint Raita,1,4,Junk,Non-Veg,Non-Veg,10.2,14,124.0,457.0,4.8,1,0
ORD10565,U1361,R505,Margherita Pizza,Extra Chutney,0,4,Balanced,Veg,Non-Veg,14.6,12,206.0,702.0,4.6,0,1
ORD10566,U1330,R531,Margherita Pizza,Extra Chutney,1,4,Healthy,Non-Veg,Vegan,12.6,12,125.0,359.0,,0,1
ORD10567,U1132,R550,Pasta Alfredo,Extra Chutney,1,2,Balanced,Non-Veg,Veg,4.4,21,215.0,873.0,4.2,0,0
ORD10568,U1085,R501,Oatmeal Bowl,Butter Naan,1,5,Healthy,Non-Veg,Veg,6.7,1,247.0,565.0,4.0,0,0
ORD10569,U1358,R525,Oatmeal Bowl,Extra Chutney,0,3,Junk,Vegan,Vegan,4.0,8,37.0,811.0,4.0,0,0
ORD10570,U1049,R543,Sushi Platter,French Fries,0,3,Junk,Veg,Veg,0.6,21,30.0,453.0,3.8,0,1
ORD10571,U1091,R532,Masala Dosa,Garlic Bread,0,3,Balanced,Veg,Veg,3.2,9,54.0,223.0,3.9,0,1
ORD10572,U1025,R512,Chicken Biryani,Miso Soup,1,2,Balanced,Vegan,Veg,0.6,13,108.0,1202.0,4.3,0,0
ORD10573,U1384,R508,Margherita Pizza,French Fries,0,3,Healthy,Non-Veg,Vegan,10.9,9,50.0,1015.0,4.9,1,0
ORD10574,U1273,R519,Oatmeal Bowl,Miso Soup,1,0,Healthy,Non-Veg,Vegan,6.7,14,220.0,610.0,4.2,1,1
ORD10575,U1226,R546,Sushi Platter,Filter Coffee,1,1,Balanced,Vegan,Vegan,5.0,9,25.0,214.0,4.7,0,0
ORD10576,U1287,R549,Paneer Butter Masala,Miso Soup,0,1,Healthy,Veg,Non-Veg,11.5,14,93.0,1319.0,4.7,0,0
ORD10577,U1105,R515,Sushi Platter,Garlic Bread,1,3,,Vegan,Non-Veg,12.6,14,62.0,379.0,4.0,1,0
ORD10578,U1467,R516,Margherita Pizza,Garlic Bread,1,5,Healthy,Veg,Vegan,14.6,22,234.0,1407.0,3.7,0,0
ORD10579,U1029,R514,Margherita Pizza,Extra Chutney,1,1,Balanced,Veg,Veg,9.8,9,174.0,796.0,4.3,0,1
ORD10580,U1127,R540,Sushi Platter,Green Tea,1,7,Junk,Veg,Veg,7.2,13,230.0,610.0,3.9,1,1
ORD10581,U1239,R527,Chicken Biryani,Filter Coffee,1,3,Junk,Non-Veg,Vegan,4.9,14,244.0,1151.0,3.2,0,0
ORD10582,U1487,R520,Beef Burger,Mint Raita,1,2,Healthy,Non-Veg,Veg,3.7,10,134.0,1334.0,,1,0
ORD10583,U1084,R549,Margherita Pizza,Chocolate Brownie,1,6,Balanced,Vegan,Veg,,0,74.0,650.0,5.0,0,0
ORD10584,U1267,R532,Sushi Platter,Miso Soup,1,5,Healthy,Vegan,Non-Veg,6.4,0,65.0,700.0,,0,0
ORD10585,U1202,R507,Oatmeal Bowl,Green Tea,0,4,Junk,Non-Veg,Veg,14.9,21,71.0,735.0,4.4,0,0
ORD10586,U1336,R546,Sushi Platter,Extra Chutney,1,3,Healthy,Vegan,Veg,0.5,7,183.0,1395.0,4.7,1,0
ORD10587,U1303,R543,Masala Dosa,Butter Naan,1,1,Junk,Non-Veg,Vegan,3.4,22,29.0,1085.0,4.3,0,0
ORD10588,U1135,R540,Beef Burger,Mint Raita,1,4,Balanced,Non-Veg,Non-Veg,3.2,19,32.0,484.0,4.1,0,0
ORD10589,U1210,R519,Paneer Butter Masala,Healthy Quinoa Salad,0,1,,Veg,Non-Veg,10.9,1,160.0,400.0,4.4,1,0
ORD10590,U1111,R503,Chicken Biryani,Green Tea,1,1,Balanced,Veg,Veg,5.6,2,168.0,461.0,3.9,1,1
ORD10591,U1130,R541,Pasta Alfredo,Butter Naan,0,5,Healthy,Non-Veg,Vegan,7.1,19,173.0,506.0,3.2,1,0
ORD10592,U1117,R539,Paneer Butter Masala,Filter Coffee,1,2,Healthy,Veg,Non-Veg,2.7,10,106.0,461.0,4.9,0,0
ORD10593,U1158,R537,Beef Burger,Extra Chutney,1,4,Healthy,Non-Veg,Non-Veg,6.4,21,205.0,1039.0,3.9,1,0
ORD10594,U1172,R523,Beef Burger,Mint Raita,0,6,Healthy,Veg,Veg,2.0,10,143.0,307.0,4.3,0,0
ORD10595,U1073,R503,Beef Burger,Mint Raita,1,3,Healthy,Vegan,Non-Veg,8.2,21,44.0,673.0,4.1,0,0
ORD10596,U1198,R547,Paneer Butter Masala,Mint Raita,1,1,Balanced,Vegan,Vegan,1.9,19,203.0,994.0,3.1,1,0
ORD10597,U1151,R506,Oatmeal Bowl,Filter Coffee,1,3,Balanced,Non-Veg,Vegan,12.0,2,239.0,543.0,4.9,0,1
ORD10598,U1158,R524,Beef Burger,Miso Soup,0,2,Junk,Non-Veg,Non-Veg,8.7,20,34.0,238.0,4.6,0,0
ORD10599,U1380,R525,Sushi Platter,Healthy Quinoa Salad,0,4,Healthy,Veg,Vegan,11.0,1,110.0,260.0,3.3,0,0
ORD10600,U1015,R541,Paneer Butter Masala,Filter Coffee,0,2,Junk,Veg,Vegan,6.6,22,132.0,320.0,5.0,1,0
ORD10601,U1446,R532,Pasta Alfredo,Chocolate Brownie,0,5,Balanced,Non-Veg,Veg,6.0,20,54.0,1278.0,4.5,0,0
ORD10602,U1029,R529,Beef Burger,Healthy Quinoa Salad,1,3,Junk,Vegan,Non-Veg,1.9,20,220.0,1038.0,3.9,0,0
ORD10603,U1142,R545,Sushi Platter,Garlic Bread,0,4,Balanced,Vegan,Non-Veg,8.1,0,85.0,237.0,4.2,0,1
ORD10604,U1081,R543,Oatmeal Bowl,Extra Chutney,1,3,Healthy,Non-Veg,Veg,8.0,13,200.0,678.0,3.2,0,0
ORD10605,U1052,R536,Masala Dosa,Filter Coffee,0,3,Junk,Vegan,Veg,7.3,14,174.0,526.0,4.1,1,0
ORD10606,U1370,R504,Oatmeal Bowl,Butter Naan,1,0,Junk,Non-Veg,Veg,11.2,2,158.0,930.0,3.1,0,0
ORD10607,U1383,R512,Pasta Alfredo,Healthy Quinoa Salad,1,3,Junk,Veg,Veg,12.6,13,64.0,856.0,4.1,0,1
ORD10608,U1451,R536,Beef Burger,Chocolate Brownie,1,0,Junk,Vegan,Vegan,11.4,22,71.0,800.0,4.1,1,0
ORD10609,U1033,R505,Pasta Alfredo,Garlic Bread,0,3,Healthy,Vegan,Vegan,2.6,22,31.0,575.0,4.7,0,0
ORD10610,U1312,R531,Paneer Butter Masala,Miso Soup,1,5,Balanced,Veg,Veg,9.5,7,75.0,336.0,4.5,0,0
ORD10611,U1002,R538,Margherita Pizza,Butter Naan,1,2,Balanced,Veg,Non-Veg,1.7,22,99.0,1152.0,,0,0
ORD10612,U1405,R532,Beef Burger,Healthy Quinoa Salad,0,0,,Vegan,Non-Veg,10.6,14,212.0,1338.0,4.8,1,0
ORD10613,U1085,R548,Margherita Pizza,Extra Chutney,0,5,Balanced,Vegan,Non-Veg,6.0,9,104.0,1425.0,4.1,0,0
ORD10614,U1318,R518,Sushi Platter,Butter Naan,1,3,Junk,Non-Veg,Veg,2.4,20,194.0,229.0,4.2,0,0
ORD10615,U1189,R522,Masala Dosa,Garlic Bread,1,2,Healthy,Non-Veg,Vegan,13.0,10,121.0,1149.0,3.3,0,0
ORD10616,U1352,R519,Chicken Biryani,Butter Naan,1,3,Balanced,Vegan,Vegan,9.4,14,201.0,1131.0,4.7,0,0
ORD10617,U1036,R525,Pasta Alfredo,French Fries,0,2,Healthy,Non-Veg,Vegan,5.6,21,245.0,1429.0,4.9,1,0
ORD10618,U1471,R508,Oatmeal Bowl,Green Tea,1,3,Healthy,Veg,Vegan,0.9,9,75.0,491.0,4.5,1,0
ORD10619,U1275,R527,Masala Dosa,Miso Soup,1,4,Balanced,Non-Veg,Non-Veg,8.3,0,218.0,1152.0,4.9,0,0
ORD10620,U1169,R511,Beef Burger,Garlic Bread,1,1,Balanced,Non-Veg,Non-Veg,13.9,9,163.0,224.0,3.6,0,0
ORD10621,U1383,R508,Margherita Pizza,Butter Naan,1,3,Healthy,Vegan,Vegan,9.1,15,208.0,1002.0,4.7,1,0
ORD10622,U1088,R503,Oatmeal Bowl,Green Tea,1,2,Healthy,Non-Veg,Veg,14.6,21,170.0,624.0,4.0,0,0
ORD10623,U1173,R543,Margherita Pizza,Green Tea,1,2,,Vegan,Vegan,2.5,9,118.0,1188.0,3.3,0,0
ORD10624,U1174,R529,Paneer Butter Masala,Butter Naan,0,0,,Vegan,Vegan,8.7,8,72.0,1315.0,4.3,1,0
ORD10625,U1231,R524,Margherita Pizza,Extra Chutney,1,3,Balanced,Vegan,Veg,12.1,2,36.0,643.0,4.4,0,0
ORD10626,U1043,R535,Paneer Butter Masala,French Fries,0,3,Healthy,Veg,Vegan,8.1,14,143.0,860.0,,0,0
ORD10627,U1193,R531,Sushi Platter,Filter Coffee,1,2,Healthy,Non-Veg,Non-Veg,1.8,2,248.0,308.0,3.1,0,0
ORD10628,U1293,R511,Oatmeal Bowl,French Fries,1,1,Healthy,Non-Veg,Veg,,15,190.0,713.0,3.4,1,0
ORD10629,U1044,R523,Oatmeal Bowl,Butter Naan,1,3,Balanced,Non-Veg,Veg,9.4,14,95.0,637.0,3.8,0,0
ORD10630,U1186,R537,Chicken Biryani,Miso Soup,0,4,Junk,Vegan,Vegan,11.1,20,210.0,397.0,,1,0
ORD10631,U1412,R519,Beef Burger,Filter Coffee,1,4,,Veg,Non-Veg,11.5,10,197.0,1358.0,3.4,1,0
ORD10632,U1438,R536,Paneer Butter Masala,Garlic Bread,1,5,Healthy,Vegan,Non-Veg,11.7,12,85.0,350.0,3.8,1,0
ORD10633,U1365,R530,Chicken Biryani,French Fries,0,5,Junk,Non-Veg,Non-Veg,10.1,21,23.0,1008.0,4.9,1,0
ORD10634,U1020,R523,Margherita Pizza,Butter Naan,0,2,Junk,Vegan,Vegan,3.6,2,47.0,1352.0,4.5,0,1
ORD10635,U1013,R529,Margherita Pizza,French Fries,0,3,Healthy,Vegan,Vegan,6.4,2,222.0,1381.0,3.6,1,0
ORD10636,U1446,R550,Chicken Biryani,Filter Coffee,0,3,Balanced,Non-Veg,Non-Veg,11.8,10,212.0,1221.0,4.9,0,0
ORD10637,U1264,R515,Oatmeal Bowl,Chocolate Brownie,0,2,Junk,Vegan,Vegan,14.3,14,88.0,388.0,4.3,1,0
ORD10638,U1164,R541,Margherita Pizza,Healthy Quinoa Salad,0,2,Junk,Vegan,Non-Veg,1.6,19,86.0,1254.0,3.9,0,1
ORD10639,U1226,R542,Pasta Alfredo,French Fries,0,4,Balanced,Veg,Vegan,8.3,10,202.0,523.0,3.9,0,0
ORD10640,U1443,R513,Sushi Platter,Garlic Bread,1,1,Balanced,Vegan,Veg,5.0,15,236.0,1395.0,3.8,0,0
ORD10641,U1049,R530,Sushi Platter,Garlic Bread,1,6,Junk,Veg,Veg,3.8,13,-50.0,1107.0,3.5,1,0
ORD10642,U1378,R543,Pasta Alfredo,Mint Raita,1,1,Balanced,Non-Veg,Vegan,7.8,21,159.0,1210.0,3.8,0,1
ORD10643,U1482,R525,Chicken Biryani,French Fries,1,4,Junk,Veg,Vegan,9.3,9,76.0,265.0,4.1,0,1
ORD10644,U1287,R512,Pasta Alfredo,Healthy Quinoa Salad,1,2,Healthy,Vegan,Non-Veg,0.6,22,141.0,937.0,,1,0
ORD10645,U1217,R546,Paneer Butter Masala,Extra Chutney,1,4,Balanced,Non-Veg,Veg,11.8,20,74.0,1259.0,4.5,0,0
ORD10646,U1232,R526,Paneer Butter Masala,Green Tea,1,3,Junk,Vegan,Non-Veg,12.4,10,206.0,1313.0,3.7,0,0
ORD10647,U1234,R527,Chicken Biryani,Healthy Quinoa Salad,1,5,Balanced,Vegan,Vegan,14.5,15,109.0,189.0,4.4,0,0
ORD10648,U1180,R534,Pasta Alfredo,Green Tea,1,5,Balanced,Veg,Non-Veg,3.1,14,212.0,1418.0,,0,0
ORD10649,U1386,R512,Paneer Butter Masala,Green Tea,0,1,,Vegan,Non-Veg,9.1,0,108.0,209.0,4.9,0,1
ORD10650,U1212,R544,Oatmeal Bowl,Chocolate Brownie,0,4,Healthy,Veg,Vegan,6.7,10,210.0,980.0,3.8,1,0
ORD10651,U1134,R504,Pasta Alfredo,Mint Raita,1,2,Junk,Non-Veg,Veg,5.4,1,97.0,1086.0,4.8,0,0
ORD10652,U1183,R532,Oatmeal Bowl,Healthy Quinoa Salad,1,3,Balanced,Non-Veg,Non-Veg,8.7,10,121.0,295.0,4.6,0,0
ORD10653,U1145,R533,Paneer Butter Masala,Healthy Quinoa Salad,0,1,Junk,Vegan,Vegan,11.8,2,162.0,215.0,4.3,0,0
ORD10654,U1339,R548,Sushi Platter,Chocolate Brownie,1,4,Balanced,Veg,Non-Veg,0.8,13,36.0,1210.0,4.3,1,0
ORD10655,U1478,R527,Paneer Butter Masala,French Fries,1,3,Junk,Vegan,Vegan,14.6,20,238.0,669.0,3.2,0,0
ORD10656,U1111,R501,Oatmeal Bowl,French Fries,1,4,Healthy,Vegan,Vegan,12.2,8,152.0,295.0,4.9,0,0
ORD10657,U1321,R507,Masala Dosa,French Fries,1,4,Healthy,Vegan,Vegan,11.4,10,137.0,1180.0,3.2,0,0
ORD10658,U1348,R511,Beef Burger,Miso Soup,1,4,Healthy,Vegan,Veg,11.5,12,213.0,1296.0,4.1,1,0
ORD10659,U1445,R501,Margherita Pizza,Green Tea,1,3,Healthy,Veg,Veg,6.1,20,219.0,943.0,3.7,1,0
ORD10660,U1242,R546,Pasta Alfredo,Miso Soup,1,1,Junk,Vegan,Vegan,11.4,23,140.0,368.0,3.9,0,1
ORD10661,U1384,R549,Masala Dosa,Mint Raita,0,5,Healthy,Non-Veg,Veg,6.1,23,233.0,171.0,4.2,0,0
ORD10662,U1205,R535,Paneer Butter Masala,Chocolate Brownie,1,5,Junk,Veg,Non-Veg,13.5,19,35.0,1096.0,4.8,0,0
